Entry_ID,SMILES,scaffold,pKd,partition
951,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1c(nc2c(cccc2)c1)C)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)C)cccc2,O=C(NC(CSSCC(NC(=O)c1ccnc2ccccc12)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.36653154442041,train
952,N([C@@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1cnc2c(cccc2)c1)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(ncc1)cccc2,O=C(NC(CSSCC(NC(=O)c1ccnc2ccccc12)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.18708664335714,train
953,N([C@@H](C(=O)N1[C@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@@H](NC(=O)c1c(nc2c(cc3c(c2)OCO3)c1)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cc1c(c2)OCO1,O=C(NC(CSSCC(NC(=O)c1ccnc2cc3c(cc12)OCO3)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3c(cc2c1)OCO3,5.84771165561694,train
954,N([C@H](C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)CSSC[C@H](NC(=O)c1c(nc2c(c1)C(=O)[C@@H]1[C@@H](C2=O)C=CC=C1)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)C(=O)[C@@H]1[C@H](C2=O)C=CC=C1,O=C(NC(CSSCC(NC(=O)c1ccnc2c1C(=O)C1C=CC=CC1C2=O)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2c(c1)C(=O)C1C=CC=CC1C2=O,6.63827216398241,train
955,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CC=C)C(=O)c1c2c(nc(c1)CC)cccc2,O=C(NCC(=O)N1CCCC1C(=O)NCCc1ccccc1)c1ccnc2ccccc12,6.32790214206428,train
956,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C/C=C/C[C@H](NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cccc2,O=C(NC(CC=CCC(NC(=O)c1ccnc2ccccc12)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,6.48148606012211,train
957,N([C@H](C(=O)N1[C@H](CCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN)CCCC[C@H](NC(=O)c1c(nc2c(c1)cccc2)CC)C(=O)N1[C@@H](CCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCCCN)C(=O)c1c2c(nc(c1)CC)cccc2,O=C(NC(CCCCC(NC(=O)c1ccnc2ccccc12)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2ccccc2c1,5.89619627904404,train
958,CN(C)CCNC1=CC(=NC2=CC=CC=C21)C3=CC=CC=C3,c1ccc(-c2ccc3ccccc3n2)cc1,6.53760200210104,train
959,C1=C(N(C(=C=1)c1c(cc(cc1C)C)C)[Ru](=Cc1ccccc1)(Cl)(Cl)P(C1CCCCC1)(C1CCCCC1)C1CCCCC1)c1c(cc(cc1C)C)C,C1=C=C(c2ccccc2)[N]([Ru](=[CH]c2ccccc2)[PH](C2CCCCC2)(C2CCCCC2)C2CCCCC2)C=1c1ccccc1,6.45593195564972,train
960,CN(C)C1=NC=NC2=C1N=CN2CCN3C=NC4=C3N=CN=C4N(C)C,c1ncc2ncn(CCn3cnc4cncnc43)c2n1,4.49485002168009,train
961,C[N+]1(CCCC2=CC=CC=C21)NCC[N+](C)(C)C.[I-],c1ccc2c(c1)CCC[NH2+]2,5.82390874094432,train
962,CC1=NC2=NC(=NN2C(=C1)N3CCN(CC3)C)C4=CC=C(C=C4)Cl,c1ccc(-c2nc3nccc(N4CCNCC4)n3n2)cc1,4.95860731484177,train
963,CN1C2=C(N=C1OCCN(C)C)N(C(=O)N(C2=O)C)C,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,5.85387196432176,train
964,CC1=C(C(=O)C2=C(C1=O)N3C[C@H]4[C@@H](C3=C2COC(=O)N)N4C)OC,O=C1C=CC(=O)c2c1cc1n2CC2NC12,4.00877392430751,train
965,CN1C2=NC=NC3=C2C(=CN3C4C(C(C(O4)CO)O)O)C(=N1)N,C1=NNc2ncnc3c2c1cn3C1CCCO1,3.92811799269387,train
966,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)O)O)O)O)C.[Br-],c1ccc(CC2[NH2+]CCc3ccccc32)cc1,3.86966623150499,train
967,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)N2)/C=C\3/C(=O)C4=CC=CC=C4OC3=O)O,O=C1Oc2ccccc2C(=O)C1=CN1C(=O)NC(=Cc2ccccc2)C1=O,3.78781239559604,train
968,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C,O=C(Cc1ccccc1)OC1CC2[NH2+]C(C1)C1OC21,3.80410034759077,validation
969,c1c(cc2c(c1)c(c1c(n2)cc(c(c1)OC)C)Nc1ccc(c(c1)CN1CCN(CC1)C)O)Cl,c1cc(CN2CCNCC2)cc(Nc2c3ccccc3nc3ccccc23)c1,6.17392519729917,train
990,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCOCCO)C(=O)N[C@@H](C)C4=CC=CC=C4,N=c1[nH]c2nc3ccccn3c(=O)c2cc1C(=O)NCc1ccccc1,3.78781239559604,train
991,C1=CC=C2C=C(C=CC2=C1)/C=C/3\C(=O)N=C(S3)N,O=C1N=CSC1=Cc1ccc2ccccc2c1,4.95860731484177,validation
992,COC1=C(C=C(C=C1)NCC2=CC=C(S2)[N+](=O)[O-])OC,c1ccc(NCc2cccs2)cc1,5.95860731484177,train
993,C1=CC=C2C=C(C=CC2=C1)/C=C/3\C(=O)NC(=S)N3,O=C1NC(=S)NC1=Cc1ccc2ccccc2c1,5.45593195564972,validation
994,C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)C(=O)N/N=C\C3=CC=C(C=C3)Br,O=C(NN=Cc1ccccc1)c1cc[n+](Cc2ccccc2)cc1,5.30102999566398,train
995,CC1CCN(CC1)C2=CC=C(C=C2)N,c1ccc(N2CCCCC2)cc1,5.0,validation
996,C1=CC=C(C=C1)OCCNC2=CC=CC=C2N,c1ccc(NCCOc2ccccc2)cc1,4.16749108729376,train
997,C1=CC2=C(C=CC(=C2N=C1)SCCO)[N+](=O)[O-],c1ccc2ncccc2c1,5.76955107862173,validation
998,C1=CC=C(C(=C1)/C=C\2/C(=O)N(C(=O)N2)/C=C/3\C(=O)C4=CC=CC=C4OC3=O)O,O=C1Oc2ccccc2C(=O)C1=CN1C(=O)NC(=Cc2ccccc2)C1=O,5.34678748622466,train
999,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3NC4=CC=C(C=C4)S(=O)(=O)N)S(=O)(=O)O)N,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)cccc21,4.95860731484177,validation
1000,c12ccccc1C(=O)[C@H]1[C@H](C2=O)C(=CC=C1NCCO)NCCO,O=C1c2ccccc2C(=O)C2C=CC=CC12,4.95467702121334,train
1001,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CCCO)C(=O)NC,N=c1ccc2c(=O)n3ccccc3nc2[nH]1,4.87942606879415,train
1002,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3CC4=CN=CC=C4)C(=O)NCCN5CCOCC5,N=c1c(C(=O)NCCN2CCOCC2)cc2c(=O)n3ccccc3nc2n1Cc1cccnc1,4.48148606012211,train
1003,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=N)N3C[C@H]4CCCO4)C(=O)N5CCN(CC5)C,N=c1c(C(=O)N2CCNCC2)cc2c(=O)n3ccccc3nc2n1CC1CCCO1,4.35654732351381,train
1004,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=C(C=CC5=CC=CC=C54)OC3=O)C=C6C(=O)NC(=S)NC6=O,O=C1NC(=S)NC(=O)C1=Cc1cn(-c2ccccc2)nc1-c1cc2c(ccc3ccccc32)oc1=O,4.29242982390206,validation
1005,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1,4.04575749056068,train
1107,NC1=NC(N)=[NH+]C(NCCCCNC(=[NH2+])C2=CC=C(C=C2)C(=[NH2+])NCCCCNC2=[NH+]C(N)=NC(N)=N2)=N1,[NH2+]=C(NCCCCNc1ncnc[nH+]1)c1ccc(C(=[NH2+])NCCCCNc2ncnc[nH+]2)cc1,3.69897000433602,validation
1126,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC\C=C\CCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+],O=C(NCCCCC=CCCCCNC(=O)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1,5.69897000433602,train
1129,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N(C)[C@@H](C\C=C\C[C@H](N(C)C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CC=CCC(NC(=O)c1cnc2cc3ccccc3cc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,8.30102999566398,train
1130,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N(C)[C@@H](C\C=C\C[C@H](N(C)C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CC=CCC(NC(=O)c1cnc2cc3ccccc3cc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.46852108295774,train
1134,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C\C=C/C[C@H](NC(=O)[C@@H]1CCCN1C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+],O=C(NCCC=CCCNC(=O)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1,7.14874165128092,train
1135,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C\C=C/C[C@H](NC(=O)[C@@H]1CCCN1C(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+])C(=O)N[C@@H](CCCC[NH3+])C(=O)NCCC[NH3+],O=C(NCCC=CCCNC(=O)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1)C1CCCN1C(=O)c1cnc2cc3ccccc3cc2c1,7.18045606445813,train
1138,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](C\C=C\C[C@H](NC(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CC=CCC(NC(=O)c1cnc2cc3ccccc3cc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.05060999335509,train
1139,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](C\C=C\C[C@H](NC(=O)C1=C(CC)N=C2C=C3C=CC=CC3=CC2=C1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+])C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CC=CCC(NC(=O)c1cnc2cc3ccccc3cc2c1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.01772876696043,train
1150,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](CCN1C=C(C[C@H](NC(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CCn1cc(CC(NC(=O)c2cnc3cc4ccccc4cc3c2)C(=O)N2CCCC2C(=O)NCCc2ccccc2)nn1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.49485002168009,train
1152,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](CC1=CN(CC[C@H](N(C)C(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CCn1cc(CC(NC(=O)c2cnc3cc4ccccc4cc3c2)C(=O)N2CCCC2C(=O)NCCc2ccccc2)nn1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.20760831050175,train
1154,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N[C@@H](CC1=CN(CC[C@H](N(C)C(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CCn1cc(CC(NC(=O)c2cnc3cc4ccccc4cc3c2)C(=O)N2CCCC2C(=O)NCCc2ccccc2)nn1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.50863830616573,train
1155,CCC1=C(C=C2C=C3C=CC=CC3=CC2=N1)C(=O)N(C)[C@@H](CCN1C=C(C[C@H](N(C)C(=O)C2=C(CC)N=C3C=C4C=CC=CC4=CC3=C2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC2=CC=CC=C2)C(=O)NCCC[NH3+])N=N1)C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC1=CC=CC=C1)C(=O)NCCC[NH3+],O=C(NC(CCn1cc(CC(NC(=O)c2cnc3cc4ccccc4cc3c2)C(=O)N2CCCC2C(=O)NCCc2ccccc2)nn1)C(=O)N1CCCC1C(=O)NCCc1ccccc1)c1cnc2cc3ccccc3cc2c1,7.79588001734408,train
1226,C[NH+](C)CCCOC1=CC=C2[NH+]=C(N)N(CCC[NH+](C)C)C2=C1,c1ccc2[nH+]c[nH]c2c1,4.76955107862173,train
1227,C[NH+](C)CCCOC1=CC=C2N=C3NCC(C[NH+](C)C)CN3C2=C1,c1ccc2c(c1)nc1n2CCCN1,5.45593195564972,validation
1228,C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OC(CC[NH+](C)C)CC3=C12,c1[nH]c2c3c(ccc2[nH+]1)OCC3,5.76955107862173,train
1230,C[NH+](C)CCCN1C(N)=[NH+]C2=CC=C3OCC(C[NH+](C)C)CC3=C12,c1[nH]c2c3c(ccc2[nH+]1)OCCC3,6.06048074738138,validation
1231,C[NH+](C)CC1CNC2=[NH+]C3=CC=C4OCC(C[NH+](C)C)CC4=C3N2C1,c1cc2[nH+]c3n(c2c2c1OCCC2)CCCN3,6.14266750356873,train
1233,C[NH+](C)CC1CC2=C3N4CC(C[NH+](C)C)CNC4=[NH+]C3=CC=C2O1,c1cc2[nH+]c3n(c2c2c1OCC2)CCCN3,5.65757731917779,train
1234,C[NH+](C)CCC[NH+]=C(C1=CC=C(C=C1)C(=[NH+]CCC[NH+](C)C)N)N,c1ccccc1,3.44369749923271,validation
1236,CC[NH+](CC)CCOC1=CC=C(C=C1)/C(=C(\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,5.22184874961636,train
1240,C[NH+]1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,C1=Cc2ccccc2C(=C2CC[NH2+]CC2)c2ccccc21,5.74472749489669,train
1255,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CC[NH2+]CC3)N)OC,c1ccc2nc(N3CC[NH2+]CC3)ncc2c1,4.29670862188134,train
1256,CCC(=O)N1CCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=[NH+]1,c1ccc2[nH+]c(N3CCNCC3)ncc2c1,3.94233389609017,train
1257,COC1=CC2=[NH+]C(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C(C)C,c1ccc2[nH+]c(N3CCNCC3)ncc2c1,3.79997073344623,train
1258,CCCC(=O)N1CCN(CC1)C1=NC(N)=C2C=C(OC)C(OC)=CC2=[NH+]1,c1ccc2[nH+]c(N3CCNCC3)ncc2c1,4.35310637583225,train
1259,COC1=CC2=[NH+]C(=NC(N)=C2C=C1OC)N1CCN(CC1)C(=O)C1CC1,O=C(C1CC1)N1CCN(c2ncc3ccccc3[nH+]2)CC1,3.8955128886876,train
1260,CCOC(=O)C1=CC=CC=C1NC(=O)N2CCCN(CC2)CC3=CSC(=N3)C,O=C(Nc1ccccc1)N1CCCN(Cc2cscn2)CC1,3.67778070526608,train
1261,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C,O=C(CCN1CCNCC1)Nc1ccccc1-c1nc(Nc2ccccc2)c2ccccc2n1,6.03245202378114,train
1262,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C,O=C(CCN1CCNCC1)Nc1ccccc1-c1nc(Nc2ccccc2)c2ccccc2n1,5.43062609038495,train
1266,CCN(CC)CCOC1=CC=C(C=C1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4NC(=O)CCN5CCN(CC5)C,O=C(CCN1CCNCC1)Nc1ccccc1-c1nc(Nc2ccccc2)c2ccccc2n1,4.83863199776503,train
1275,COC1=CC(CC[NH3+])=C(C(CC[NH3+])=C1)C1=CC(C)=C(C(C)=C1)C1=CC(CC[NH3+])=C(O)C(CC[NH3+])=C1,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,6.22184874961636,validation
1322,C(CN1C=C(CNC2=C3C=CC=CC3=[NH+]C3=C2OC2=C3C=CC=C2)N=N1)C[NH+]1CCCCC1,c1ccc2c(NCc3cn(CCC[NH+]4CCCCC4)nn3)c3oc4ccccc4c3[nH+]c2c1,5.86012091359876,train
1817,CN(C)C1=C(N=C(C(=N1)N)C(=O)[NH+]=C(N)N)C#CC2=CC=CC=C2,C(#Cc1cnccn1)c1ccccc1,6.2839966563652,validation
1819,CN(c1nc(N)c(nc1c1ccc(cc1)c1ccccc1)C(=O)NC(=[NH2+])N)C,c1ccc(-c2ccc(-c3cnccn3)cc2)cc1,6.2518119729938,train
2047,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,c1ccc2c(c1)Nc1ccccc1S2,3.48148606012211,train
2048,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,c1ccc2c(c1)Nc1ccccc1S2,2.74472749489669,train
2098,CN(CCCOc1ccc2c(c1)n1CC(CNc1n2)CN(C)C)C,c1ccc2c(c1)nc1n2CCCN1,5.45593195564972,validation
2099,CN(CCCn1c(N)nc2c1c1CC(Oc1cc2)CN(C)C)C,c1nc2ccc3c(c2[nH]1)CCO3,5.76955107862173,train
2100,CN(CCCn1c(N)nc2c1c1CC(COc1cc2)CN(C)C)C,c1nc2ccc3c(c2[nH]1)CCCO3,6.06550154875643,train
2142,[C@H]1([C@H](C[C@H]([C@H]([C@H]1O)O[C@@H]1[C@@H](C[C@@H]([C@@H](O1)CN)O)N)N)N)O[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)CNc1c2ccccc2nc2c1cccc2)O)N)O,c1ccc2c(NCC3CCCC(OC4CCCC(OC5CCCCO5)C4)O3)c3ccccc3nc2c1,5.65757731917779,train
2144,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(CN)C(C(C2O)O)N)N)C(CC1O)N,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,5.16749108729376,train
