entry_id,label_base,prediction_base,label_model,prediction_model,label,abs_error_base,abs_error_model,absolute_error_improvement,max_rna_global_identity,max_ligand_tanimoto,pair_min_similarity,setting,split,run_seed,model
1392,4.79587984085083,5.201595306396484,4.79587984085083,5.441534042358398,4.79587984085083,0.4057154655456543,0.6456542015075684,-0.23993873596191406,0.5074626865671642,0.3854166666666667,0.3854166666666667,cold_rna,split2026,1,Contact500 pretraining without SCA
2063,6.200659275054932,5.589332103729248,6.200659275054932,6.252909660339356,6.200659275054932,0.6113271713256836,0.052250385284424716,0.5590767860412589,0.7142857142857143,0.25,0.25,cold_rna,split2026,1,Contact500 pretraining without SCA
1003,4.356547355651856,7.226070880889893,4.356547355651856,7.5788726806640625,4.356547355651856,2.869523525238036,3.222325325012206,-0.3528017997741699,0.5084745762711864,0.2,0.2,cold_rna,split2026,1,Contact500 pretraining without SCA
1963,5.79587984085083,6.1710591316223145,5.79587984085083,6.212175369262695,5.79587984085083,0.3751792907714844,0.41629552841186523,-0.04111623764038086,0.6071428571428572,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
1427,5.12493896484375,6.676278591156006,5.12493896484375,6.610589504241943,5.12493896484375,1.5513396263122559,1.4856505393981934,0.0656890869140625,0.5434782608695652,0.205607476635514,0.205607476635514,cold_rna,split2026,1,Contact500 pretraining without SCA
1208,6.721246242523193,7.526108264923096,6.721246242523193,7.3293375968933105,6.721246242523193,0.8048620223999023,0.6080913543701172,0.19677066802978516,0.5454545454545454,0.2894736842105263,0.2894736842105263,cold_rna,split2026,1,Contact500 pretraining without SCA
396,8.886056900024414,9.744908332824709,8.886056900024414,8.892767906188965,8.886056900024414,0.8588514328002947,0.006711006164550781,0.852140426635744,0.1366931308249913,0.1550387596899224,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
997,5.7695512771606445,6.516436576843262,5.7695512771606445,6.655906677246094,5.7695512771606445,0.7468852996826172,0.8863554000854492,-0.13947010040283203,0.5084745762711864,0.1917808219178082,0.1917808219178082,cold_rna,split2026,1,Contact500 pretraining without SCA
1000,4.954677104949951,6.6024909019470215,4.954677104949951,7.606548309326172,4.954677104949951,1.6478137969970703,2.6518712043762207,-1.0040574073791504,0.5084745762711864,0.2765957446808511,0.2765957446808511,cold_rna,split2026,1,Contact500 pretraining without SCA
1420,6.823908805847168,5.674686431884766,6.823908805847168,5.877425670623779,6.823908805847168,1.1492223739624023,0.9464831352233887,0.20273923873901367,0.5074626865671642,0.26,0.26,cold_rna,split2026,1,Contact500 pretraining without SCA
2379,6.481485843658447,5.532658576965332,6.481485843658447,5.58289909362793,6.481485843658447,0.9488272666931152,0.8985867500305176,0.050240516662597656,0.5909090909090908,0.1858407079646017,0.1858407079646017,cold_rna,split2026,1,Contact500 pretraining without SCA
2062,5.241845607757568,5.404335975646973,5.241845607757568,6.001932144165039,5.241845607757568,0.1624903678894043,0.7600865364074707,-0.5975961685180664,0.7142857142857143,0.2741935483870967,0.2741935483870967,cold_rna,split2026,1,Contact500 pretraining without SCA
1004,4.292429924011231,7.618117332458496,4.292429924011231,7.554882049560547,4.292429924011231,3.3256874084472647,3.2624521255493155,0.06323528289794922,0.5084745762711864,0.2054794520547945,0.2054794520547945,cold_rna,split2026,1,Contact500 pretraining without SCA
404,6.0,7.83583402633667,6.0,7.72004222869873,6.0,1.83583402633667,1.7200422286987296,0.11579179763794034,0.1363636363636363,0.2023809523809523,0.1363636363636363,cold_rna,split2026,1,Contact500 pretraining without SCA
2178,4.853871822357178,6.220461845397949,4.853871822357178,5.207189559936523,4.853871822357178,1.3665900230407715,0.3533177375793457,1.0132722854614258,0.5555555555555556,0.7551020408163265,0.5555555555555556,cold_rna,split2026,1,Contact500 pretraining without SCA
782,4.721246242523193,5.494452953338623,4.721246242523193,5.57692813873291,4.721246242523193,0.7732067108154297,0.8556818962097168,-0.08247518539428711,0.5862068965517242,0.2886597938144329,0.2886597938144329,cold_rna,split2026,1,Contact500 pretraining without SCA
1866,5.318758964538574,6.758790016174316,5.318758964538574,6.470553874969482,5.318758964538574,1.4400310516357422,1.1517949104309082,0.288236141204834,0.5357142857142857,0.225,0.225,cold_rna,split2026,1,Contact500 pretraining without SCA
1953,5.677780628204346,6.557066917419434,5.677780628204346,6.629034042358398,5.677780628204346,0.8792862892150879,0.9512534141540527,-0.07196712493896484,0.5357142857142857,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
1269,4.494850158691406,6.907801628112793,4.494850158691406,7.687172889709473,4.494850158691406,2.4129514694213867,3.1923227310180664,-0.7793712615966797,0.54,0.1891891891891892,0.1891891891891892,cold_rna,split2026,1,Contact500 pretraining without SCA
2288,5.301030158996582,8.008886337280273,5.301030158996582,8.038080215454102,5.301030158996582,2.7078561782836914,2.7370500564575195,-0.029193878173828125,0.1366931308249913,0.2,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
1893,5.06048059463501,7.452424049377441,5.06048059463501,7.199005603790283,5.06048059463501,2.3919434547424316,2.1385250091552734,0.2534184455871582,0.8266666666666667,0.3928571428571428,0.3928571428571428,cold_rna,split2026,1,Contact500 pretraining without SCA
1384,3.22402572631836,6.658080577850342,3.22402572631836,6.0505876541137695,3.22402572631836,3.434054851531982,2.8265619277954097,0.6074929237365723,0.5074626865671642,0.5,0.5,cold_rna,split2026,1,Contact500 pretraining without SCA
1860,5.853871822357178,7.123995780944824,5.853871822357178,6.556488037109375,5.853871822357178,1.2701239585876465,0.7026162147521973,0.5675077438354492,0.5357142857142857,0.2317073170731707,0.2317073170731707,cold_rna,split2026,1,Contact500 pretraining without SCA
786,5.30980396270752,5.461945533752441,5.30980396270752,5.672126770019531,5.30980396270752,0.152141571044921,0.36232280731201083,-0.21018123626708984,0.5555555555555556,0.1981132075471698,0.1981132075471698,cold_rna,split2026,1,Contact500 pretraining without SCA
1025,3.218963146209717,5.269183158874512,3.218963146209717,3.838008165359497,3.218963146209717,2.050220012664795,0.6190450191497803,1.4311749935150146,0.5833333333333333,0.4098360655737705,0.4098360655737705,cold_rna,split2026,1,Contact500 pretraining without SCA
966,3.869666337966919,6.885039329528809,3.869666337966919,7.824356555938721,3.869666337966919,3.0153729915618896,3.9546902179718018,-0.9393172264099121,0.5084745762711864,0.3333333333333333,0.3333333333333333,cold_rna,split2026,1,Contact500 pretraining without SCA
1837,5.221848964691162,6.61792516708374,5.221848964691162,6.470117568969727,5.221848964691162,1.3960762023925781,1.2482686042785645,0.14780759811401367,0.5357142857142857,0.1578947368421052,0.1578947368421052,cold_rna,split2026,1,Contact500 pretraining without SCA
1948,6.180456161499023,6.492434978485107,6.180456161499023,7.478355884552002,6.180456161499023,0.311978816986084,1.2978997230529785,-0.9859209060668945,0.5294117647058824,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
964,4.0087738037109375,6.931363105773926,4.0087738037109375,7.143582344055176,4.0087738037109375,2.9225893020629883,3.1348085403442383,-0.21221923828125,0.5084745762711864,0.1714285714285714,0.1714285714285714,cold_rna,split2026,1,Contact500 pretraining without SCA
931,1.787812352180481,5.331552505493164,1.787812352180481,5.963016986846924,1.787812352180481,3.543740153312683,4.175204634666443,-0.6314644813537598,0.5405405405405406,0.5161290322580645,0.5161290322580645,cold_rna,split2026,1,Contact500 pretraining without SCA
390,3.318758726119995,8.431571006774902,3.318758726119995,8.474677085876465,3.318758726119995,5.112812280654907,5.15591835975647,-0.0431060791015625,0.1366931308249913,0.3837209302325581,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
2400,5.214670181274414,4.905826568603516,5.214670181274414,4.514618396759033,5.214670181274414,0.30884361267089844,0.7000517845153809,-0.3912081718444824,0.5833333333333333,0.1311475409836065,0.1311475409836065,cold_rna,split2026,1,Contact500 pretraining without SCA
1043,5.148741722106934,5.094640731811523,5.148741722106934,5.2574567794799805,5.148741722106934,0.054100990295410156,0.10871505737304688,-0.05461406707763672,0.6111111111111112,0.1818181818181818,0.1818181818181818,cold_rna,split2026,1,Contact500 pretraining without SCA
995,5.0,6.226995944976807,5.0,6.093804836273193,5.0,1.2269959449768066,1.0938048362731934,0.13319110870361328,0.5084745762711864,0.2,0.2,cold_rna,split2026,1,Contact500 pretraining without SCA
1318,4.7798919677734375,6.176353931427002,4.7798919677734375,5.718300819396973,4.7798919677734375,1.3964619636535645,0.9384088516235352,0.4580531120300293,0.8333333333333334,0.1666666666666666,0.1666666666666666,cold_rna,split2026,1,Contact500 pretraining without SCA
1399,4.471083164215088,5.093865394592285,4.471083164215088,5.5013957023620605,4.471083164215088,0.6227822303771973,1.0303125381469727,-0.4075303077697754,0.5074626865671642,0.3854166666666667,0.3854166666666667,cold_rna,split2026,1,Contact500 pretraining without SCA
965,3.9281179904937744,6.726269721984863,3.9281179904937744,6.713180541992188,3.9281179904937744,2.798151731491089,2.785062551498414,0.013089179992674893,0.5084745762711864,0.3571428571428571,0.3571428571428571,cold_rna,split2026,1,Contact500 pretraining without SCA
932,5.6575775146484375,5.7489423751831055,5.6575775146484375,4.965551853179932,5.6575775146484375,0.09136486053466797,0.6920256614685059,-0.6006608009338379,0.5405405405405406,0.6862745098039216,0.5405405405405406,cold_rna,split2026,1,Contact500 pretraining without SCA
1862,5.823908805847168,6.41929292678833,5.823908805847168,5.759467601776123,5.823908805847168,0.5953841209411621,0.06444120407104492,0.5309429168701172,0.5357142857142857,0.2131147540983606,0.2131147540983606,cold_rna,split2026,1,Contact500 pretraining without SCA
2174,5.744727611541748,6.2198405265808105,5.744727611541748,5.189951419830322,5.744727611541748,0.4751129150390625,0.5547761917114258,-0.07966327667236328,0.5555555555555556,0.8085106382978723,0.5555555555555556,cold_rna,split2026,1,Contact500 pretraining without SCA
1393,4.279840469360352,5.243741989135742,4.279840469360352,5.523623943328857,4.279840469360352,0.9639015197753906,1.2437834739685059,-0.27988195419311523,0.5074626865671642,0.3663366336633663,0.3663366336633663,cold_rna,split2026,1,Contact500 pretraining without SCA
1864,5.721246242523193,6.0241312980651855,5.721246242523193,5.269664764404297,5.721246242523193,0.3028850555419922,0.4515814781188965,-0.1486964225769043,0.5357142857142857,0.2,0.2,cold_rna,split2026,1,Contact500 pretraining without SCA
1001,4.879426002502441,6.804502010345459,4.879426002502441,6.68548059463501,4.879426002502441,1.9250760078430176,1.8060545921325684,0.11902141571044922,0.5084745762711864,0.2087912087912088,0.2087912087912088,cold_rna,split2026,1,Contact500 pretraining without SCA
1060,5.397940158843994,8.34834098815918,5.397940158843994,7.42249870300293,5.397940158843994,2.9504008293151855,2.0245585441589355,0.92584228515625,0.525,0.2148148148148148,0.2148148148148148,cold_rna,split2026,1,Contact500 pretraining without SCA
1064,5.92081880569458,8.235017776489258,5.92081880569458,7.539164543151855,5.92081880569458,2.3141989707946777,1.6183457374572745,0.6958532333374032,0.5423728813559322,0.2148148148148148,0.2148148148148148,cold_rna,split2026,1,Contact500 pretraining without SCA
1306,7.08092212677002,5.288981914520264,7.08092212677002,5.205061912536621,7.08092212677002,1.7919402122497567,1.8758602142333993,-0.08392000198364258,0.5714285714285714,0.1929824561403508,0.1929824561403508,cold_rna,split2026,1,Contact500 pretraining without SCA
781,5.886056423187256,5.497687339782715,5.886056423187256,5.640241622924805,5.886056423187256,0.388369083404541,0.24581480026245117,0.14255428314208984,0.5714285714285714,0.1981132075471698,0.1981132075471698,cold_rna,split2026,1,Contact500 pretraining without SCA
1292,8.236572265625,6.771439552307129,8.236572265625,6.432655811309815,8.236572265625,1.465132713317871,1.8039164543151847,-0.33878374099731356,0.5357142857142857,1.0,0.5357142857142857,cold_rna,split2026,1,Contact500 pretraining without SCA
996,4.1674909591674805,6.348293304443359,4.1674909591674805,6.29059362411499,4.1674909591674805,2.180802345275879,2.1231026649475098,0.05769968032836914,0.5084745762711864,0.2553191489361702,0.2553191489361702,cold_rna,split2026,1,Contact500 pretraining without SCA
1387,4.856985092163086,5.620951175689697,4.856985092163086,5.399023532867432,4.856985092163086,0.7639660835266113,0.5420384407043457,0.22192764282226562,0.5074626865671642,0.425287356321839,0.425287356321839,cold_rna,split2026,1,Contact500 pretraining without SCA
1835,5.397940158843994,6.736632347106934,5.397940158843994,6.677191257476807,5.397940158843994,1.3386921882629395,1.2792510986328125,0.05944108963012695,0.5357142857142857,0.1578947368421052,0.1578947368421052,cold_rna,split2026,1,Contact500 pretraining without SCA
1024,5.12493896484375,5.279737949371338,5.12493896484375,4.697220802307129,5.12493896484375,0.1547989845275879,0.4277181625366211,-0.2729191780090332,0.5833333333333333,0.2087912087912088,0.2087912087912088,cold_rna,split2026,1,Contact500 pretraining without SCA
1426,4.92081880569458,6.152813911437988,4.92081880569458,5.772738933563232,4.92081880569458,1.2319951057434082,0.8519201278686523,0.38007497787475586,0.5357142857142857,0.205607476635514,0.205607476635514,cold_rna,split2026,1,Contact500 pretraining without SCA
2181,5.096909999847412,6.219233512878418,5.096909999847412,5.1276726722717285,5.096909999847412,1.1223235130310059,0.030762672424316406,1.0915608406066895,0.5555555555555556,0.6,0.5555555555555556,cold_rna,split2026,1,Contact500 pretraining without SCA
2179,6.0,6.219752788543701,6.0,5.1851487159729,6.0,0.21975278854370117,0.8148512840270996,-0.5950984954833984,0.5555555555555556,0.8297872340425532,0.5555555555555556,cold_rna,split2026,1,Contact500 pretraining without SCA
1892,5.853871822357178,7.523574352264404,5.853871822357178,7.186950206756592,5.853871822357178,1.6697025299072266,1.333078384399414,0.3366241455078125,0.8266666666666667,0.3157894736842105,0.3157894736842105,cold_rna,split2026,1,Contact500 pretraining without SCA
289,5.698969841003418,7.629742622375488,5.698969841003418,6.445414066314697,5.698969841003418,1.9307727813720703,0.7464442253112793,1.184328556060791,0.1366931308249913,0.1486486486486486,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
1836,5.92081880569458,6.7462663650512695,5.92081880569458,6.563477039337158,5.92081880569458,0.8254475593566895,0.6426582336425781,0.18278932571411133,0.5535714285714286,0.1578947368421052,0.1578947368421052,cold_rna,split2026,1,Contact500 pretraining without SCA
934,5.318758964538574,5.823521137237549,5.318758964538574,5.378654003143311,5.318758964538574,0.5047621726989746,0.059895038604737216,0.4448671340942374,0.5405405405405406,0.7272727272727273,0.5405405405405406,cold_rna,split2026,1,Contact500 pretraining without SCA
2392,5.823908805847168,6.425462245941162,5.823908805847168,6.30898904800415,5.823908805847168,0.6015534400939941,0.4850802421569824,0.11647319793701172,0.5084745762711864,0.1311475409836065,0.1311475409836065,cold_rna,split2026,1,Contact500 pretraining without SCA
1221,4.301030158996582,5.602782249450684,4.301030158996582,4.110362529754639,4.301030158996582,1.3017520904541016,0.19066762924194336,1.1110844612121582,0.6071428571428572,0.1746031746031746,0.1746031746031746,cold_rna,split2026,1,Contact500 pretraining without SCA
1888,6.853871822357178,14.024409294128418,6.853871822357178,8.734461784362793,6.853871822357178,7.17053747177124,1.8805899620056152,5.289947509765625,0.4039900249376559,0.3137254901960784,0.3137254901960784,cold_rna,split2026,1,Contact500 pretraining without SCA
1388,4.705533981323242,6.603032112121582,4.705533981323242,6.386561393737793,4.705533981323242,1.8974981307983398,1.6810274124145508,0.21647071838378906,0.5074626865671642,0.4021739130434782,0.4021739130434782,cold_rna,split2026,1,Contact500 pretraining without SCA
1957,6.97469425201416,6.283640861511231,6.97469425201416,7.034221649169922,6.97469425201416,0.6910533905029288,0.05952739715576172,0.6315259933471671,0.6521739130434783,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
419,8.12493896484375,8.321995735168457,8.12493896484375,8.076507568359375,8.12493896484375,0.19705677032470703,0.048431396484375,0.14862537384033203,0.1366931308249913,0.1530612244897959,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
2402,3.462180852890014,5.407104015350342,3.462180852890014,4.873143196105957,3.462180852890014,1.9449231624603276,1.4109623432159428,0.5339608192443848,0.5833333333333333,0.1714285714285714,0.1714285714285714,cold_rna,split2026,1,Contact500 pretraining without SCA
2105,8.088842391967773,9.748730659484863,8.088842391967773,9.731009483337402,8.088842391967773,1.6598882675170898,1.642167091369629,0.017721176147460938,0.1366931308249913,0.1746031746031746,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
1421,6.275723934173584,4.664339065551758,6.275723934173584,4.972217082977295,6.275723934173584,1.6113848686218262,1.303506851196289,0.3078780174255371,0.5074626865671642,0.8571428571428571,0.5074626865671642,cold_rna,split2026,1,Contact500 pretraining without SCA
1285,4.12493896484375,4.681354999542236,4.12493896484375,5.704220294952393,4.12493896484375,0.5564160346984863,1.5792813301086426,-1.0228652954101562,0.4819277108433735,0.2222222222222222,0.2222222222222222,cold_rna,split2026,1,Contact500 pretraining without SCA
400,8.560667037963867,10.115521430969238,8.560667037963867,9.751418113708496,8.560667037963867,1.554854393005371,1.190751075744629,0.3641033172607422,0.1366931308249913,0.1773049645390071,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
1958,7.036211967468262,6.3386549949646,7.036211967468262,7.012183666229248,7.036211967468262,0.6975569725036621,0.024028301239013672,0.6735286712646484,0.5757575757575757,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
734,4.958607196807861,5.950340270996094,4.958607196807861,5.773823261260986,4.958607196807861,0.9917330741882324,0.815216064453125,0.17651700973510742,0.5084745762711864,0.2602739726027397,0.2602739726027397,cold_rna,split2026,1,Contact500 pretraining without SCA
933,5.853871822357178,5.857222557067871,5.853871822357178,6.569876670837402,5.853871822357178,0.0033507347106933594,0.7160048484802246,-0.7126541137695312,0.5405405405405406,0.6724137931034483,0.5405405405405406,cold_rna,split2026,1,Contact500 pretraining without SCA
1863,5.886056423187256,6.705076694488525,5.886056423187256,6.24714469909668,5.886056423187256,0.8190202713012695,0.36108827590942383,0.4579319953918457,0.5357142857142857,0.1166666666666666,0.1166666666666666,cold_rna,split2026,1,Contact500 pretraining without SCA
1175,5.585026741027832,6.112807273864746,5.585026741027832,5.889293670654297,5.585026741027832,0.5277805328369141,0.30426692962646484,0.22351360321044922,0.5806451612903225,0.2361111111111111,0.2361111111111111,cold_rna,split2026,1,Contact500 pretraining without SCA
1283,4.886056423187256,4.857801914215088,4.886056423187256,5.916816711425781,4.886056423187256,0.02825450897216797,1.0307602882385254,-1.0025057792663574,0.4819277108433735,0.2222222222222222,0.2222222222222222,cold_rna,split2026,1,Contact500 pretraining without SCA
2403,5.522878646850586,5.614388942718506,5.522878646850586,4.199055671691895,5.522878646850586,0.09151029586791992,1.3238229751586905,-1.2323126792907706,0.5833333333333333,0.0,0.0,cold_rna,split2026,1,Contact500 pretraining without SCA
783,4.1674909591674805,5.163742065429688,4.1674909591674805,5.819584369659424,4.1674909591674805,0.9962511062622079,1.6520934104919434,-0.6558423042297354,0.5862068965517242,0.2962962962962963,0.2962962962962963,cold_rna,split2026,1,Contact500 pretraining without SCA
394,5.744727611541748,9.773985862731934,5.744727611541748,8.927650451660156,5.744727611541748,4.0292582511901855,3.182922840118408,0.8463354110717773,0.1366931308249913,0.1932773109243697,0.1366931308249913,cold_rna,split2026,1,Contact500 pretraining without SCA
785,5.301030158996582,5.450016021728516,5.301030158996582,5.69198751449585,5.301030158996582,0.1489858627319336,0.3909573554992676,-0.24197149276733398,0.5555555555555556,0.2745098039215686,0.2745098039215686,cold_rna,split2026,1,Contact500 pretraining without SCA
408,3.324221611022949,7.97415828704834,3.324221611022949,8.148406982421875,3.324221611022949,4.649936676025391,4.824185371398926,-0.17424869537353516,0.1363636363636363,0.1976744186046511,0.1363636363636363,cold_rna,split2026,1,Contact500 pretraining without SCA
1850,5.853871822357178,6.482630729675293,5.853871822357178,6.57347583770752,5.853871822357178,0.6287589073181152,0.7196040153503427,-0.09084510803222745,0.5319148936170213,0.2131147540983606,0.2131147540983606,cold_rna,split2026,1,Contact500 pretraining without SCA
1891,5.638272285461426,7.7180376052856445,5.638272285461426,7.370655536651611,5.638272285461426,2.0797653198242188,1.7323832511901855,0.3473820686340332,0.8266666666666667,0.6938775510204082,0.6938775510204082,cold_rna,split2026,1,Contact500 pretraining without SCA
1383,2.978810787200928,6.63224983215332,2.978810787200928,7.293907165527344,2.978810787200928,3.653439044952392,4.315096378326416,-0.6616573333740239,0.5074626865671642,0.5,0.5,cold_rna,split2026,1,Contact500 pretraining without SCA
2410,4.102373123168945,5.358454704284668,4.102373123168945,5.197721481323242,4.102373123168945,1.2560815811157227,1.0953483581542969,0.16073322296142578,0.625,0.1714285714285714,0.1714285714285714,cold_rna,split2026,1,Contact500 pretraining without SCA
405,3.709965467453003,8.146930694580078,3.709965467453003,8.618781089782715,3.709965467453003,4.436965227127075,4.908815622329712,-0.4718503952026367,0.1363636363636363,0.2068965517241379,0.1363636363636363,cold_rna,split2026,1,Contact500 pretraining without SCA
959,6.455932140350342,6.681758403778076,6.455932140350342,7.235178470611572,6.455932140350342,0.22582626342773438,0.7792463302612305,-0.5534200668334961,0.5084745762711864,0.1341463414634146,0.1341463414634146,cold_rna,split2026,1,Contact500 pretraining without SCA
1391,4.829738140106201,5.81862211227417,4.829738140106201,5.397191047668457,4.829738140106201,0.9888839721679688,0.5674529075622559,0.4214310646057129,0.5074626865671642,0.4157303370786517,0.4157303370786517,cold_rna,split2026,1,Contact500 pretraining without SCA
2407,2.3098039627075195,5.4071044921875,2.3098039627075195,4.873143196105957,2.3098039627075195,3.0973005294799805,2.5633392333984375,0.533961296081543,0.5833333333333333,0.1714285714285714,0.1714285714285714,cold_rna,split2026,1,Contact500 pretraining without SCA
999,4.958607196807861,7.519063472747803,4.958607196807861,8.612410545349121,4.958607196807861,2.5604562759399414,3.6538033485412598,-1.0933470726013184,0.5084745762711864,0.1967213114754098,0.1967213114754098,cold_rna,split2026,1,Contact500 pretraining without SCA
1045,5.327902317047119,5.095866680145264,5.327902317047119,5.02199125289917,5.327902317047119,0.23203563690185547,0.3059110641479492,-0.07387542724609375,0.6111111111111112,0.1637931034482758,0.1637931034482758,cold_rna,split2026,1,Contact500 pretraining without SCA
1949,6.92081880569458,6.62037467956543,6.92081880569458,7.530731678009033,6.92081880569458,0.3004441261291504,0.6099128723144531,-0.30946874618530273,0.5319148936170213,0.238095238095238,0.238095238095238,cold_rna,split2026,1,Contact500 pretraining without SCA
1118,7.173925399780273,8.353238105773926,7.173925399780273,9.316615104675291,7.173925399780273,1.1793127059936523,2.1426897048950178,-0.9633769989013654,0.36,0.1785714285714285,0.1785714285714285,cold_rna,split2026,1,Contact500 pretraining without SCA
1843,5.537601947784424,6.775705337524414,5.537601947784424,6.720427989959717,5.537601947784424,1.2381033897399902,1.182826042175293,0.055277347564697266,0.5531914893617021,0.1578947368421052,0.1578947368421052,cold_rna,split2026,1,Contact500 pretraining without SCA
